Customer ID,Contact Date,Contact Channel,Number of JTBD,Interaction competence rating,Level of Support,Support Service Used,Deflection Provided,Digicare Case Open,Average CSAT,Deflection,JTBD,CSAT group
Cust439,22/10/2024,Webchat,2,Do it with me,Assisted digital,Assisted digital,No,No,4,screen share,Digital,Digicare
Cust440,23/10/2024,Phone,2,Do it with me,Digicare,Assisted digital,No,No,4,Other,Non-digital,Digicare
Cust441,24/10/2024,Phone,1,Do it myself,Self help,Assisted digital,No,No,5,Other,Non-digital,Book
Cust442,25/10/2024,Phone,1,Do it myself,Assisted digital,Libraries Connected,Yes,No,1,screen share,Digital,Campaign
Cust443,26/10/2024,Webchat,1,Refer to Digicare,Digicare,Assisted digital,Yes,No,1,self help resources,Digital,Book
Cust444,27/10/2024,Phone,3,Do it myself,Self help,Self help,No,No,1,screen share,Non-digital,Book
Cust445,28/10/2024,Phone,4,Do it myself,Assisted digital,Digicare,No,No,2,screen share,Non-digital,Libraries Connected
Cust446,29/10/2024,Webchat,2,Do it with me,Digicare,Libraries Connected,No,No,1,screen share,Non-digital,Book
Cust447,30/10/2024,Phone,1,Do it with me,Self help,Digicare,No,No,2,no deflection,Digital,Book
Cust448,31/10/2024,Phone,2,Do it myself,Assisted digital,Digicare,Yes,Yes,2,screen share,Non-digital,Digicare
Cust449,01/11/2024,Phone,3,Do it with me,Digicare,Assisted digital,Yes,No,2,no deflection,Digital,Campaign
Cust450,02/11/2024,Webchat,4,Do it myself,Self help,Self help,Yes,No,1,no deflection,Digital,Campaign
Cust451,03/11/2024,Phone,2,Do it with me,Assisted digital,Digicare,No,No,3,screen share,Digital,Libraries Connected
Cust452,04/11/2024,Webchat,4,Do it with me,Digicare,Digicare,No,Yes,3,self help resources,Non-digital,Libraries Connected
Cust453,05/11/2024,Phone,4,Do it myself,Self help,Libraries Connected,Yes,No,5,Other,Digital,Book
Cust454,06/11/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,Yes,No,4,Other,Non-digital,Campaign
Cust455,07/11/2024,Phone,4,Do it myself,Digicare,Assisted digital,No,No,3,no deflection,Digital,Digicare
Cust456,08/11/2024,Phone,2,Do it myself,Self help,Digicare,No,No,4,no deflection,Digital,Libraries Connected
Cust457,09/11/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,Yes,No,1,no deflection,Non-digital,Digicare
Cust458,10/11/2024,Phone,1,Do it myself,Digicare,Libraries Connected,No,No,5,Other,Digital,Digicare
Cust459,11/11/2024,Phone,2,Do it with me,Self help,Digicare,Yes,No,5,no deflection,Digital,Digicare
Cust460,12/11/2024,Phone,4,Do it myself,Assisted digital,Digicare,Yes,No,5,Other,Non-digital,Campaign
Cust461,13/11/2024,Phone,4,Refer to Digicare,Digicare,Libraries Connected,Yes,No,4,screen share,Non-digital,Libraries Connected
Cust462,14/11/2024,Phone,1,Do it with me,Self help,Digicare,Yes,No,4,no deflection,Non-digital,Campaign
Cust463,15/11/2024,Phone,1,Do it with me,Assisted digital,Assisted digital,Yes,No,5,no deflection,Digital,Campaign
Cust464,16/11/2024,Webchat,2,Do it myself,Digicare,Assisted digital,Yes,No,2,screen share,Digital,Digicare
Cust465,17/11/2024,Phone,3,Do it myself,Self help,Assisted digital,No,No,3,screen share,Non-digital,Libraries Connected
Cust466,18/11/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,Yes,No,3,no deflection,Digital,Libraries Connected
Cust467,19/11/2024,Webchat,1,Refer to Digicare,Digicare,Self help,No,Yes,2,no deflection,Non-digital,Digicare
Cust468,20/11/2024,Webchat,4,Do it with me,Self help,Assisted digital,No,No,3,no deflection,Digital,Book
Cust469,21/11/2024,Phone,2,Do it with me,Assisted digital,Digicare,No,No,3,no deflection,Non-digital,Book
Cust470,22/11/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,Yes,3,screen share,Non-digital,Book
Cust471,23/11/2024,Webchat,2,Do it with me,Self help,Libraries Connected,Yes,No,3,no deflection,Non-digital,Libraries Connected
Cust472,24/11/2024,Phone,1,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,no deflection,Non-digital,Campaign
Cust473,25/11/2024,Phone,2,Do it myself,Digicare,Self help,Yes,No,5,screen share,Digital,Digicare
Cust474,26/11/2024,Phone,1,Do it with me,Self help,Assisted digital,Yes,Yes,3,no deflection,Non-digital,Digicare
Cust475,27/11/2024,Webchat,2,Do it myself,Assisted digital,Self help,No,No,5,screen share,Digital,Libraries Connected
Cust476,28/11/2024,Phone,1,Do it with me,Digicare,Assisted digital,Yes,No,5,screen share,Digital,Campaign
Cust477,29/11/2024,Phone,4,Do it myself,Self help,Assisted digital,No,No,5,screen share,Digital,Campaign
Cust478,30/11/2024,Webchat,2,Refer to Digicare,Assisted digital,Libraries Connected,Yes,No,5,Other,Digital,Book
Cust479,01/12/2024,Webchat,4,Refer to Digicare,Digicare,Assisted digital,No,No,2,self help resources,Non-digital,Libraries Connected
Cust480,02/12/2024,Phone,3,Do it with me,Self help,Assisted digital,Yes,No,5,self help resources,Digital,Libraries Connected
Cust481,03/12/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,Yes,No,2,no deflection,Non-digital,Campaign
Cust482,04/12/2024,Phone,2,Do it with me,Digicare,Libraries Connected,No,No,2,no deflection,Non-digital,Libraries Connected
Cust483,05/12/2024,Webchat,3,Do it myself,Self help,Self help,No,No,3,screen share,Digital,Digicare
Cust484,06/12/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,No,No,1,no deflection,Digital,Campaign
Cust485,07/12/2024,Phone,3,Do it with me,Digicare,Libraries Connected,No,No,3,screen share,Digital,Campaign
Cust486,08/12/2024,Phone,3,Do it myself,Self help,Digicare,Yes,No,2,screen share,Non-digital,Campaign
Cust487,09/12/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,Yes,No,3,self help resources,Digital,Digicare
Cust488,10/12/2024,Phone,4,Do it myself,Digicare,Assisted digital,No,No,4,Other,Digital,Book
Cust489,11/12/2024,Phone,2,Refer to Digicare,Self help,Libraries Connected,No,Yes,1,no deflection,Digital,Book
Cust490,12/12/2024,Phone,2,Do it myself,Assisted digital,Self help,No,No,4,self help resources,Non-digital,Campaign
Cust491,13/12/2024,Webchat,1,Do it with me,Digicare,Self help,Yes,No,2,no deflection,Non-digital,Campaign
Cust492,14/12/2024,Phone,1,Do it myself,Self help,Digicare,Yes,No,5,no deflection,Digital,Book
Cust493,15/12/2024,Webchat,4,Do it with me,Assisted digital,Libraries Connected,Yes,No,4,screen share,Digital,Digicare
Cust494,16/12/2024,Webchat,1,Do it with me,Digicare,Self help,No,No,2,Other,Non-digital,Digicare
Cust495,17/12/2024,Webchat,1,Do it myself,Self help,Libraries Connected,Yes,Yes,2,no deflection,Digital,Digicare
Cust496,18/12/2024,Phone,3,Do it myself,Assisted digital,Libraries Connected,Yes,No,3,no deflection,Digital,Libraries Connected
Cust497,19/12/2024,Webchat,2,Do it with me,Digicare,Libraries Connected,Yes,No,2,screen share,Non-digital,Libraries Connected
Cust498,20/12/2024,Phone,1,Do it myself,Self help,Assisted digital,Yes,No,2,no deflection,Non-digital,Libraries Connected
Cust499,21/12/2024,Webchat,1,Refer to Digicare,Assisted digital,Libraries Connected,No,No,3,no deflection,Non-digital,Digicare
Cust500,22/12/2024,Phone,4,Do it with me,Digicare,Assisted digital,Yes,No,4,no deflection,Non-digital,Campaign
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
